"","control_A","control_B","ph5h_A","ph5h_B","LPS_A","LPS_B","ph5hLPS_A","ph5hLPS_B","X1","X2","X3","X4"
"Gnas",721.8865585,729.871362,961.1927119,907.801669,569.28328284,628.5535726,871.137689,860.4591247,0,0,0,0
"Gnat1",0.938417,0,0.84536,1.61779,0.339051,0,1.732918,1.79787,0,0,0,0
"Gnat2",0.0994133,0,0.039764,0.2576661,0,0.284106,0.404477,0.0748804,0,0,0,0
"Gnat3",1.55869,2.18756,0.389896,0.512398,0.295608,0.0769917,0.727727,0.371709,0,0,0,0
"Gnaz",0.240285,0.150922,0.0909482,0.11116,0.070448,0.0929135,0.115813,0.0950095,0,0,0,0
"Gnb1",506.16374,521.99587,451.36651,444.7945,534.01861979308,631.87627,452.95273,443.26677494,0,0,0,0
"Gnb1-ps3",0,0,0.118401,0,0,0,0,0,0,0,0,0
"Gnb1l",3.728288,3.163636,3.055257,3.123404,0.88648,1.906309,2.129446,1.533637,0,0,0,0
"Gnb2",549.907915043178,564.905970252386,540.110650010331,538.967383866454,481.777324399418,582.64206307865,435.53578033,488.771021584484,0,0,0,0
"Gnb3",0.183578,0.1369803,0.613454,0.364485,0.134723,0.219711,0.0540762,0.173804,0,0,0,0
"Gnb4",10.962786002132,8.88403530089787,7.194495,8.664958,38.1237115,37.080603,6.6507202,7.885156,0,0,0,0
"Gnb5",5.152922,6.2000105,3.301015,3.092306,1.73748,1.887233,2.1534045672,2.309511,0,0,0,0
"Gne",12.439803,11.32461657,14.32750224,11.957396489158,5.588979,4.44002311,5.5787743627,6.237785081,0,0,0,0
"Gng10",61.37648,70.47872,41.16748,45.65137,46.1454000124299,49.4703,41.29788,42.7706,0,0,0,0
"Gng11",16.818,19.1074,23.2882,25.8185,12.7082,9.71619,18.583,21.0782,0,0,0,0
"Gng12",134.66961,122.58153,120.366777,108.603322,189.44158,185.661562,110.739484,108.97623,0,0,0,0
"Gng13",0,0,0,0,0,0.477474,0,0,0,0,0,0
"Gng2",282.36945,272.03607,202.72213,191.29554,134.41989,144.86102,159.02189,143.52741,0,0,0,0
"Gng2-ps1",0.976626,0,0,0,0,0,0,0,0,0,0,0
"Gng3",0.229953,0.483191,0.20918,0.73857,0.140806,0.0690492,0.0632921,0.502925,0,0,0,0
"Gng4",2.168621,0.301876,1.266501,1.261561,0.91421,2.39428,9.43385,4.475829,0,0,0,0
"Gng5",570.23261,622.112736,802.588559,777.81885,596.3932,610.043266,756.20569,755.621868,0,0,0,0
"Gng5-ps",1.18459,0,0,0,0,1.50897,0,0,0,0,0,0
"Gng7",2.97862616,2.9425117,2.16761406,1.827685828,0.97329056,1.1597411,1.61709997,1.78382133,0,0,0,0
"Gng8",0.518861,0.82633,0.594503,0.468664,0.320046,0,0.204105,0.201877,0,0,0,0
"Gngt1",0.211793,0.218704,0.183061,0,0.216719,0,0.177256,0.260698,0,0,0,0
"Gngt2",153.695871,160.460928,147.852429,169.43163,81.94155,85.423441,153.662482,150.67598,0,0,0,0
"Gnl1",28.92702,25.94015,23.65252,24.78407,49.2503,46.7926,28.80331,29.67212,0,0,0,0
"Gnl2",28.390226,31.24203,25.924574,31.87647,22.264792,22.42807,28.57485,34.23134,0,0,0,0
"Gnl3",39.1107,38.3928,22.4648,24.9558,21.1016,20.9098,18.247,18.4828,0,0,0,0
"Gnl3l",10.4196,12.097342,4.13264,4.42464,8.84506,9.11524,4.644637,4.429319,0,0,0,0
"Gnmt",0.356086,1.03158,0.348391,0.66334,0.12723,0,0.545358,0.254358,0,0,0,0
"Gnpat",41.784691,36.203801,36.36258,39.454219,18.819,22.464319,23.338056,28.636538,0,0,0,0
"Gnpda1",302.00823,263.44313,185.07511,199.40829,58.4276,50.11075,127.8907,119.0187,0,0,0,0
"Gnpda2",26.561444,26.258811,17.188683,17.773017,16.153736773,12.029889,12.851161,12.076989,0,0,0,0
"Gnpnat1",10.2905,8.96501,2.488,2.73542,7.69408,6.09172,2.14498,2.07008,0,0,0,0
"Gnptab",73.15886,71.04345,88.215309,92.25562,46.0627550028545,53.8508900002451,76.816278,75.96302,0,0,0,0
"Gnptg",39.45501,40.58337,37.5465,37.26016,29.436597,29.326125,37.61477,34.62683,0,0,0,0
"Gnrh1",0.642395,0.735791,0,1.21536,0.971591,0.253019,0,0.607266,0,0,0,0
"Gnrhr",0,0,0,0,0,0,0,0,0,0,0,0
"Gns",239.330776,221.154457,212.593178,205.053038,197.130175,171.108761,167.5227372,159.037248,0,0,0,0
"Golga1",16.13538,13.979787,7.83512,10.579426,8.84949300267789,5.62776,3.906554133225,5.36433766,0,0,0,0
"Golga2",44.65941634,41.201179,41.629917,41.736929,34.807798,33.267291,33.8377835,34.122075,0,0,0,0
"Golga3",20.720022,19.034037,27.28579183,26.0459414,63.126715,56.784904,25.476548,26.7388555,0,0,0,0
"Golga4",46.0590493,42.387063,50.292084,56.401898,35.1030105,33.947527,40.675128,47.029829,0,0,0,0
"Golga5",28.511600551852,28.78294,36.84882,37.34701,20.74126,23.64813,36.28286,37.29924,0,0,0,0
"Golga7",122.000443,125.019684,123.207792,123.775208,103.830542,93.923483,100.219524,97.132743,0,0,0,0
"Golga7b",0.088044419,0,0,0,0,0,0,0,0,0,0,0
"Golgb1",22.34071,18.36636,19.55538,23.083796,17.8883,30.267015785,49.9723,63.166389,0,0,0,0
"Golim4",12.7261,15.8002152,5.2281267,4.4748899,7.780314251,6.481355,4.2502681,4.083334232352,0,0,0,0
"Golm1",19.448,17.7414,13.01419,14.323051,6.57999,7.1016,9.14701,9.427086,0,0,0,0
"Golph3",80.1019,76.1669,85.5781,83.8208,79.2145,78.4464,134.894,126.775,0,0,0,0
"Golph3l",48.0560273,44.555612825371,37.7629987074582,36.698307,26.841397869658,26.68618,33.236643291787,36.27891309419,0,0,0,0
"Golt1a",0.0457967,0,0,0,0,0,0,0,0,0,0,0
"Golt1b",38.85945,41.571,35.74816,43.7116,25.0376,30.82968,42.9615,32.03167,0,0,0,0
"Gon4l",16.6286141,17.33457017389,12.1360696,11.633115403,9.271392956,9.19468,7.31196,8.78474348,0,0,0,0
"Gon7",16.015948,17.31255,14.77359,13.98034,8.51994,8.334717,8.95893,10.25165,0,0,0,0
"Gopc",18.823028,18.93428,9.707881,11.88428427,17.892348,16.537529,9.714478,9.8011089,0,0,0,0
"Gorab",6.987108,6.316313,6.263746,7.111039,3.505626,4.802102,5.804528,7.403855,0,0,0,0
"Gorasp1",14.991207,12.909,8.30476,13.03764,3.78386,4.69522,5.293347,6.806133,0,0,0,0
"Gorasp2",85.006669,84.947109,67.809464,69.740313,85.40842,89.90551,67.575019,69.58196,0,0,0,0
"Gosr1",31.14957,30.89556,37.26221,48.0246,40.2115,42.8364,50.4417,44.0142,0,0,0,0
"Gosr2",79.22783,85.14932,103.96939,113.09251,83.3087,82.60551,178.4623,194.7135,0,0,0,0
"Got1",61.463063,62.03363,79.52744,81.18234,32.347889,38.2904000114332,58.361749,56.640188,0,0,0,0
"Got1l1",0,0,0,0.220516,0,0,0,0,0,0,0,0
"Got2",96.682441,107.49278,87.1442578,89.942004,69.250422,75.788983,75.6076914,71.05769,0,0,0,0
"Got2-ps1",0.298387,0.361551,0,0,0.222635,0,0,0.0994805,0,0,0,0
"Gp1ba",0.33726956,0.464279,0.727461,0.689777,0.0383523,0,0.188965,0.468786,0,0,0,0
"Gp1bb",0,0,0,0,0,0,0,0.0556839,0,0,0,0
"Gp2",0,0,0,0,0,0,0,0,0,0,0,0
"Gp5",0,0,0,0,0,0,0,0,0,0,0,0
"Gp6",0.0136341,0.0159122,0.0818636,0.0460768,0.0167133,0.0188186,0.0621727,0.104724,0,0,0,0
"Gp9",0,0.124833,0,0,0,0,0,0,0,0,0,0
"Gpa33",0,0.260634,0,0.1401186,0,0,0,0.215202,0,0,0,0
"Gpaa1",58.375711,61.816883,61.658013,58.8846821,38.380978,45.171421,48.307629,44.81062,0,0,0,0
"Gpalpp1",18.8143,19.0007,11.7677,13.3472,14.3455,13.5238,10.9434,11.9953,0,0,0,0
"Gpam",7.55929,6.60655,2.47795,3.23367,2.69232,2.57773,2.10391,2.0777,0,0,0,0
"Gpank1",23.62851,20.77663,22.371448,19.570198,17.04102,16.65008,15.989917,12.794334,0,0,0,0
"Gpat2",0.0316634,0,0,0,0.108174,0,0,0.0302689,0,0,0,0
"Gpat3",1.29116,1.729559,1.705526,0.290579,0.261417,0.867635,0.386451,0.274341,0,0,0,0
"Gpat4",45.58129,45.14169,26.47027,30.26303,47.322454,37.07073,30.86841,30.129367,0,0,0,0
"Gpatch1",9.495102,9.69886,4.574553,4.68348,8.24363,8.032254,3.17133,3.55078,0,0,0,0
"Gpatch11",8.20974,8.87871,2.4411,3.10441,6.5009,5.42443,2.01641,2.15114,0,0,0,0
"Gpatch2",8.658793416,7.60309713153,8.6869946043,8.42088500027689,8.041307782,8.166017158778,7.778817,7.705913,0,0,0,0
"Gpatch2l",18.6437859,18.1701956,22.250177,22.4131919,16.204388,16.371314,25.7844707,27.2929723,0,0,0,0
"Gpatch3",21.47868,21.64524,6.31187,6.829071,17.30528,18.39324,8.55116,8.55456,0,0,0,0
"Gpatch4",13.424765,16.287377,1.84839,1.73456,11.833343,12.026172,1.731483,1.82474,0,0,0,0
"Gpatch8",14.183986,14.045329,10.875104,11.457219,9.210253,12.909898,9.528997,10.746636,0,0,0,0
"Gpbar1",0,0,0,0,0,0,0,0,0,0,0,0
"Gpbp1",36.50594,36.247,61.315834,61.882037,51.190495,40.14475,79.30567,72.106693,0,0,0,0
"Gpbp1l1",40.05032,32.33646,58.40465,66.22619,34.938881,37.944612,53.85097,58.02568,0,0,0,0
"Gpc1",0.698181,0.856121,2.77975,3.511647,2.37334,3.323623,2.4669,2.797993,0,0,0,0
"Gpc2",1.042471,0.950337,1.715511,3.026382,0.5646706,0.0765116,1.416348,0.911671,0,0,0,0
"Gpc3",0.0759898,0,0,0,0.0516828,0.225368,0,0.145226,0,0,0,0
"Gpc4",0,0.0731112,0,0,0,0,0.0352069,0,0,0,0,0
"Gpc5",0.0770747,0.0614092,0,0,0,0,0,0,0,0,0,0
"Gpc6",0.0132847,0,0,0.013414,0,0.0141056,0,0.0147644,0,0,0,0
"Gpcpd1",37.916835404733,35.6465060005416,19.5534810025605,23.39648315,11.852149991,7.2874546,15.71661822961,18.30701909339,0,0,0,0
"Gpd1",0.517001,0.334674,0.0694395,0.2595426,0.0988642,0.068671,0.162388,0.243873,0,0,0,0
"Gpd1l",29.9911111,32.00453,15.542908,16.174011,12.21337,11.229892,10.37679,9.896497,0,0,0,0
"Gpd2",8.428302,11.24428,10.951747,12.980615,54.538342,48.0343780077847,20.4918000049521,19.79496,0,0,0,0
"Gper1",0.0328734,0,0.0394465,0.0369981,0,0.0780061,0.0737794,0,0,0,0,0
"Gpha2",0,0,0,0,0,0,0,0,0,0,0,0
"Gphb5",0,0,0,0,0,0,0,0,0,0,0,0
"Gphn",12.997873,14.700892,11.080272,11.56164,28.0131,24.45814,10.35969,10.3863,0,0,0,0
"Gpi1",440.417674,481.5563605,465.68446174266,478.906996,311.59048,439.128769,399.44413,399.879504,0,0,0,0
"Gpihbp1",0,0,0,0,0,0,0,0,0,0,0,0
"Gpkow",29.10394,30.79273,26.87693,29.85587,20.95056,22.238598,22.81527,20.990693,0,0,0,0
"Gpld1",2.78885,2.86443,1.75663,1.77283,1.63728,2.34156,0.728168,0.998427,0,0,0,0
"Gpm6a",0,0,0,0,0,0,0,0,0,0,0,0
"Gpm6b",0.150926,0.1751209,0.090626,0.0977927,0.0858492,0.0839477,0.0813141,0.0519626,0,0,0,0
"Gpn1",17.72637,21.897063,8.466702,12.063234,13.346366,13.671728,8.960195,10.3661966,0,0,0,0
"Gpn2",14.90063,16.77285,12.76306,13.642108,16.20209,16.9355,17.13629,17.24811,0,0,0,0
"Gpn3",27.139647,22.570683,14.16003,13.950898,12.3077580147519,10.3404,9.063471,9.1112,0,0,0,0
"Gpnmb",5215.1319,4587.5223,6274.1929,5408.4135,3482.76654,3367.1191,5516.6288,4659.8652,0,0,0,0
"Gpr1",0.0438718,0,0,0,0,0,0,0,0,0,0,0
"Gpr101",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr107",42.300082,41.948136,26.275653,27.284138,39.421509,42.1929826,23.531079,32.381413,0,0,0,0
"Gpr108",54.453,52.6813,48.3952,49.581,72.7985,71.0104,61.6281,66.9118,0,0,0,0
"Gpr119",0.0370421,0,0,0,0,0,0,0,0,0,0,0
"Gpr12",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr132",7.22091,9.00387,5.237105,4.141166,29.29558,36.58387,34.122961,40.2101,0,0,0,0
"Gpr135",0.209149,0.0304792,0.0627343,0.11766,0,0.0620478,0.0586937,0.109194,0,0,0,0
"Gpr137",21.707492,22.099762213,19.579735968,22.66253,16.702283,20.370989,18.34111197,20.784734,0,0,0,0
"Gpr137b",210.515495,200.642014,253.776528,228.567681,151.330787,174.11778,233.12415,238.428829,0,0,0,0
"Gpr137b-ps",371.85854,355.47548,464.90749,456.6143,300.19862,271.06642,440.9894,432.66831,0,0,0,0
"Gpr137c",0.378982,0.0804739,0.682538,0.83153,0,0.149766,0.620641,0.241036,0,0,0,0
"Gpr139",0,0,0.0200343,0,0,0,0,0,0,0,0,0
"Gpr141",8.2444,9.661672,2.33111,3.008425,5.66643,7.271319,1.958544,2.448184,0,0,0,0
"Gpr142",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr143",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr146",17.536488,14.188201,8.434694,9.4539218,1.6673694,2.4898491,0.9455272,0.9265853,0,0,0,0
"Gpr149",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr15",0.0690102,0.080123,0,0,0,0,0,0,0,0,0,0
"Gpr150",0.475799,0.323155,0,0.0892769,0.361158,0.141105,0.0444803,0.075768,0,0,0,0
"Gpr151",0.0529883,0,0,0,0.0603128,0,0,0,0,0,0,0
"Gpr152",0,0,0,0,0,0,0,0.039767,0,0,0,0
"Gpr153",0,0,0,0,0,0,0.024270900326949,0,0,0,0,0
"Gpr155",8.0848120031078,5.280589,3.2970925,2.57032600342733,0.911584,1.1699862,0.902924,1.4788984,0,0,0,0
"Gpr156",0.0530694,0,0.0212208,0,0,0.0629896,0,0,0,0,0,0
"Gpr157",8.93328,6.61145,36.7268,31.8347,0.595866,0.913707,14.6501,11.0003,0,0,0,0
"Gpr158",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr160",21.341161,15.97743,4.9842593,5.7104407,4.7836130154017,1.24607200674378,3.372837,2.1779892,0,0,0,0
"Gpr161",0.187352,0.1907448,0.0562183,0.0527478,0.0533199,0.0694088,0.15758,0.178924,0,0,0,0
"Gpr162",64.0898,56.73361,21.6329,20.79602,18.460306,13.421535,14.259423,14.72577,0,0,0,0
"Gpr165",0,0.0727383,0,0.084887,0.142269,0,0,0.0596955,0,0,0,0
"Gpr17",0.0310689,0,0.0372689,0.01747,0.0179538,0.0184393,0,0,0,0,0,0
"Gpr171",0.416126,0.352428,0.0907963,0.340686,0.043074,0.0897556,0.0848837,0.108447,0,0,0,0
"Gpr173",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr174",0,0,0,0,0.18386920147195,0,0.0394808,0.0338339,0,0,0,0
"Gpr176",5.81372,5.9275,1.17916,1.24677,3.04911,2.92873,1.92541,1.90053,0,0,0,0
"Gpr179",0,0,0,0,0.00984152,0.0102544,0,0,0,0,0,0
"Gpr18",0.0678734,0.472871,0.244499,0.30604,4.32481,8.20659,2.66152,2.45983,0,0,0,0
"Gpr180",7.7303,8.09801,4.0101,4.58334,2.65678,2.80164,2.29704,2.31721,0,0,0,0
"Gpr182",0.0618295,0.048081,0.14903,0.23183,0,0.0244606,0.0694228,0.118297,0,0,0,0
"Gpr183",12.5586,14.442,15.2706,17.8933,0.223982,0.433395,4.13105,4.43257,0,0,0,0
"Gpr19",6.8878288478,7.5069585516745,3.57271,2.876086,2.600542,2.050236,3.8846716,5.0600400250035,0,0,0,0
"Gpr20",0,0,0,0,0,0,0.0441677,0,0,0,0,0
"Gpr21",0,0,0.0542353,0.101711,0,0.0268252,0,0.0216205,0,0,0,0
"Gpr22",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr25",0,0,0,0,0,0,0.095116,0.485653,0,0,0,0
"Gpr26",0,0,0.0420942,0.103298,0,0,0.0641186,0.0645925,0,0,0,0
"Gpr27",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr3",0,0,0.396639,0,0,0,0,0,0,0,0,0
"Gpr31b",1.36251,1.23956,0.350778,0.988659,14.6071,19.8277,1.96,4.26151,0,0,0,0
"Gpr33",0,0,0.152538,0,0,0,0,0,0,0,0,0
"Gpr34",10.91782,8.31338,4.47582,3.49099,1.38104,0.905938,4.596564,3.17561,0,0,0,0
"Gpr35",1.272702,1.809043609,1.092861251201,0.9132994,0.8659344,0.906703,0,0.544583,0,0,0,0
"Gpr37",0.110028,0.0318647,0.270472,0.0932335,0.0665504,0.104102,0.0314401,0.256975,0,0,0,0
"Gpr37l1",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr39",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr4",0.114854,0.133868,0.0689044,0,0.261609,0.340712,0.418961,0.905987,0,0,0,0
"Gpr45",0.207059,0.192833,0.248502,0.233128,0.282893,0.245614,0.557436,0.672569,0,0,0,0
"Gpr50",0,0,0,0,0,0.0318858,0,0,0,0,0,0
"Gpr55",0.0219567,0,0,0,0.575227,0.208465,0,0.0840115,0,0,0,0
"Gpr6",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr61",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr62",0,0.0500269,0,0,0.0978663,0,0,0,0,0,0,0
"Gpr63",0.0707051,0,0.12727,0.0397927,0.0805117,0,0.0396672,0.0675749,0,0,0,0
"Gpr65",24.6711,21.1005,11.1954,11.8846,21.6609,20.0441,9.95936,9.42035,0,0,0,0
"Gpr68",0.563475,0.3008101,0.634719,0.8682389,0.978647,1.640848,2.066188,3.2448147,0,0,0,0
"Gpr75",0,0,0.0339047,0,0.0321821,0,0.0317166,0.0270189,0,0,0,0
"Gpr82",0,0,0.0401209,0.112893,0,0,0,0,0,0,0,0
"Gpr83",0.0572478,0.0222623,0,0.0214636,0.0320549,0,0,0,0,0,0,0
"Gpr84",3.59312,4.89479,1.41537,1.32831,229.459,332.855,53.1795,61.301,0,0,0,0
"Gpr85",3.181232,4.196713,0.54065911812,0.3070164368,69.42856,59.34526,18.13099,17.48374,0,0,0,0
"Gpr87",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr88",0,0,0,0,0,0,0,0,0,0,0,0
"Gpr89",28.148957,27.053157,16.099575,13.268501,18.244191,17.268729,10.670823,10.87057,0,0,0,0
"Gprasp1",15.216838794803,13.220406,6.7678922,7.8227641,9.0003880347805,11.544802,5.878885,6.586668,0,0,0,0
"Gprasp2",0.717421,0,0,0.840192,0,0.400987,0,0.333192,0,0,0,0
"Gprc5a",0.609252,0.614723,1.65735,2.0578,0.184978,0.529988,6.60662,5.89842,0,0,0,0
"Gprc5b",18.77187464,17.0473831869,15.87287,12.69373,2.685913,2.282758,6.68018006731101,7.3271,0,0,0,0
"Gprc5c",1.0559953,1.3110702,0.0804095,0.10614,0.6500903,0.9110965,0.212389291321,0.1516592,0,0,0,0
"Gprc5d",0.134812,0.0782724,0,0,0,0.319614,0,0.0642883,0,0,0,0
"Gprc6a",0,0,0,0,0,0,0,0,0,0,0,0
"Gprin1",0,0,0,0,0,0.0233134,0,0,0,0,0,0
"Gprin2",0,0.062973,0,0,0,0,0,0,0,0,0,0
"Gprin3",0,0,0,0,0,0,0,0,0,0,0,0
"Gps1",74.64707564597,79.594921,58.7390029846,55.375749,59.482945,73.88324495,45.1309025,50.639896,0,0,0,0
"Gps2",72.4974,73.16479,30.08207,35.35314,39.63038,49.33109,24.11536,26.190286,0,0,0,0
"Gpsm1",5.300152,5.757145100382,7.73918500527599,11.107186,3.6030553,3.55669,5.6701,7.207669489,0,0,0,0
"Gpsm2",26.329882,30.78834,22.7851,25.928194032,21.40198,17.486254,20.204584,12.871699,0,0,0,0
"Gpsm3",126.8949,123.4159,80.74775,84.26963,64.53073,66.1052,55.206094,66.90624,0,0,0,0
"Gpt",6.48526,5.94376,3.30249,3.04346,3.07599,1.68976,2.7546,1.78272,0,0,0,0
"Gpt2",8.9728896,8.601108,3.252089,2.7923827,4.540449,4.84668,3.5854342011,3.836313,0,0,0,0
"Gpx1",567.50164,615.380657,643.699612,683.198039,298.497843,342.370879,523.394,509.975,0,0,0,0
"Gpx2",0.0916264,0,0,0,0,0,0,0.0248767,0,0,0,0
"Gpx2-ps1",0,0,0,0,0,0,0,0,0,0,0,0
"Gpx3",23.14961,15.28475,22.9977,18.21,12.111082,12.0511,21.445829,17.298964,0,0,0,0
"Gpx4",699.126494,714.819523,801.29241,789.282851,452.667782,508.874547,714.690881,676.66547,0,0,0,0
"Gpx4-ps2",0.462216,0,0,0,0,0.809171,0.926139,0.781051,0,0,0,0
"Gpx5",0,0,0,0,0,0,0,0,0,0,0,0
"Gpx6",0,0,0,0,0,0,0,0,0,0,0,0
"Gpx7",1.308807,0.320773,0.0829396,0.499319,0.0785893,0,0.154762,0.41208,0,0,0,0
"Gpx8",0,0,0,0,0,0,0,0,0,0,0,0
"Gramd1a",50.38158,42.706405,103.232375,104.477404,115.108696,129.223715,153.083535003494,161.67024931125,0,0,0,0
"Gramd1b",65.7958430003411,58.310823,60.920627867238,57.5678264,58.741423,61.483707,76.58308792,89.9003525693,0,0,0,0
"Gramd1c",0.521306,0.425433,0.252671374742,0.0879804,0.0593738,0.3413088,0.046453,0.074779,0,0,0,0
"Gramd2",0.142228,0.0257234,0,0.024811,0.0502451,0.0765479,0.0247627,0,0,0,0,0
"Gramd3",14.8937,13.3319,15.1869,16.5459,13.6123,12.5898,18.1487,15.8567,0,0,0,0
"Gramd4",2.720719,3.332983,2.125657,2.309772,1.006415,0.633594,0.976836,1.847609,0,0,0,0
"Grap",21.29563,18.1912,9.8564,13.3946,40.5199,49.8563,39.7408,53.7758,0,0,0,0
"Grap2",0.338962,0.516769,0.0938928,0.205356,0,0,0,0.0498693,0,0,0,0
"Grasp",0.295033,0.39249,0.455256,0.427101,0.143957,0.0499946,0.0945535,0.142032,0,0,0,0
"Grb10",0.1654724,0.09631499,0.15545652,0.1863049,0.3762206,0.0606076,0.210254,0.848566049,0,0,0,0
"Grb14",0,0,0,0.134547,0,0,0,0.326016,0,0,0,0
"Grb2",265.7150584,256.48677,191.00185,222.51396,193.41778,167.3592378487,208.421978,180.8584552571,0,0,0,0
"Grb7",0,0,0,0,0,0,0,0,0,0,0,0
"Grcc10",103.89948,101.727478,109.49219,120.40984,68.53907,81.51369,108.914366,118.708447,0,0,0,0
"Greb1",0.030169700737229,0,0,0,0,0,0,0,0,0,0,0
"Greb1l",0.1218248,0.0257524,0.1361233,0.03427384,0.03468433,0.0112537,0.0247906,0.0793554,0,0,0,0
"Grem1",0.0282416,0.0308838,0.0313816,0,0.0347986,0.0352806,0,0,0,0,0,0
"Grem2",0,0,0,0,0,0,0,0,0,0,0,0
"Grhl1",0.1454692,0.1680498,0.064457237933,0.086838845695,0.24474309331,0.06374978977,0.2419471,0.61198879819,0,0,0,0
"Grhl2",0.1394418,0.160815,0.1676738,0.0508849,0.0515218,0.0268407,0.0253916,0,0,0,0,0
"Grhl3",0,0.0346455,0.142678,0.0669057,0.0338551,0,0,0.0284218,0,0,0,0
"Grhpr",12.7412,15.588749,6.23792,7.955476,7.70697,10.870167,5.724239,4.51482,0,0,0,0
"Gria1",0,0,0,0,0,0,0,0,0,0,0,0
"Gria2",0,0,0,0,0.0192059,0.0263537,0.0289534,0,0,0,0,0
"Gria3",0.4576056,0.621704334,0.536873,0.6665277,0.2509184,0.3497986,0.716696787,0.615837,0,0,0,0
"Gria4",0,0,0.0371804,0.0174285,0,0.0183955,0.0176239,0,0,0,0,0
"Grid1",0,0.1351595,0.14056,0,0.0152619,0.0159089,0.130732,0.012822,0,0,0,0
"Grid2",0.0241514,0.028162,0.047319,0.0443669,0,0,0,0.018868,0,0,0,0
"Grid2ip",0,0,0,0,0,0,0.0236956,0.0201886,0,0,0,0
"Grifin",0,0,0,0,0,0,0,0,0,0,0,0
"Grik1",0,0,0,0,0,0,0,0,0,0,0,0
"Grik2",0.0405747,0.05709998,0.2049339,0.160864,0.0750692,0.0300888,0.0493499,0.0948743,0,0,0,0
"Grik3",0,0.0103942,0.0212985,0,0,0.0211396,0.0499352,0.0283362,0,0,0,0
"Grik4",0.191224,0.0159432,0.114688,0.0614376,0.0778058,0.308062,0.368197,0.10458,0,0,0,0
"Grik5",0.4727414,1.065156939394,1.51289333555,0.87202555,0.572829,0.20604,0.968594586,1.2537853,0,0,0,0
"Grin1",0.059136098819,0.32873236841,0.25378828945,0.13987779309,0.2701404776,0.33970495692,0.0962338074,0.19919551684,0,0,0,0
"Grin2a",0.0380261,0.0126325,0.0519821,0.0547496,0.0123986,0.0388284,0.0426544,0.057104,0,0,0,0
"Grin2b",0.00654977,0,0.00393089,0.00736225,0,0.00779131,0.00736434,0.00313641,0,0,0,0
"Grin2c",0,0,0,0,0,0,0,0.0181641,0,0,0,0
"Grin2d",0.2252898,0.1935835,0.142405,0.0692066,0.192796,0.193762,0.0691137,0.1167993,0,0,0,0
"Grin3a",0,0,0.1161553792,0.03629459,0,0,0.01208702362,0,0,0,0,0
"Grin3b",0.191222,0.245802,0.0634361,0.119059,0.14078,0.0306099,0.124961,0.101397,0,0,0,0
"Grina",210.199,190.343,192.966,192.544,290.041,285.51,187.269,214.109,0,0,0,0
"Grip1",0.2413888,0.1230671,0.0807594,0.3975618,0.627536,0.493928,0.1153499,0.104755,0,0,0,0
"Grip2",1.62845,1.39982,1.53766,0.952624,0.924816,4.98913,3.40249,4.74375,0,0,0,0
"Gripap1",51.479975,45.260641,26.75016,32.9262482,67.5686416,61.323569,34.759293,40.885799,0,0,0,0
"Grk1",0.623743,0.499535,0.431831,0.418414,0.2778973,0.2266644,0.2510625,0.2979487,0,0,0,0
"Grk2",191.579951,184.06932,204.858502,197.178089,153.393373,154.07249,167.245149,197.777362,0,0,0,0
"Grk3",0.947144,1.329196,3.254547,3.1576751,6.239771,7.375513,3.8079532,9.202638,0,0,0,0
"Grk4",2.60766,2.967756,3.2964578,2.389829,2.478642,2.552453,1.004213,1.393986,0,0,0,0
"Grk5",3.66788,4.88275,1.59175,2.22439,3.58496,3.21041,1.98565,2.93545,0,0,0,0
"Grk6",29.20296,29.00946,11.0449,11.272469,9.776495,11.74226,7.26995,7.847489,0,0,0,0
"Grm1",0,0,0.0282816,0,0,0,0.0133803,0.0337272,0,0,0,0
"Grm2",0.077303,0.495076,0.0463851,0.0435125,0.044009,0.137555,0.130087,0.0369325,0,0,0,0
"Grm3",0,0,0,0,0,0,0,0,0,0,0,0
"Grm4",0,0,0,0,0,0,0,0,0,0,0,0
"Grm5",0,0.0352732,0.0728224,0.0367054,0,0,0,0.0578746,0,0,0,0
"Grm6",0.024857,0.0289827,0,0,0,0,0,0,0,0,0,0
"Grm7",0,0,0,0,0,0,0,0,0,0,0,0
"Grm8",0,0,0,0,0,0,0,0,0,0,0,0
"Grn",2322.126868,2190.16759,2738.935554,2621.67901,1616.69153,1833.10996,2363.42382,2354.36535,0,0,0,0
"Grp",0,0,0,0,0,0,0,0,0,0,0,0
"Grpel1",23.3549,24.2506,20.2668,21.3932,18.5626,17.2351,19.7036,20.1611,0,0,0,0
"Grpel2",9.25118,8.76799,4.85972,5.5456,5.61594,5.87535,5.39961,6.05029,0,0,0,0
